index,published,keyword,domain,language,valid,title,description,url,image,archive,content,quote
c93fccad1402e4be3e381e327f93b867,2025-11-08T20:27:22Z,'Unwetter',www.stern.de,de,0.0,Unwetter: Tornado trifft Südbrasilien: Stadt fast vollständig zerstört,"Ein Tornado hat im Süden Brasiliens schwere Verwüstungen angerichtet. Mehrere Menschen sterben, Hunderte werden verletzt. Eine Stadt wird fast vollständig zerstört.",https://www.stern.de/panorama/unwetter--tornado-trifft-suedbrasilien--stadt-fast-vollstaendig-zerstoert-36250380.html,https://image.stern.de/36250382/t/k9/v2/w1440/r1.7778/-/08--azkuuu6walv6axs2048jpeg---d206c03cf97d0a78-tornado-suedbrasilien.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Ein Tornado hat im Süden Brasiliens schwere Verwüstungen angerichtet. Mehrere Menschen sterben, Hunderte werden verletzt. Eine Stadt wird fast vo… [+2147 chars]",
d081e175e8f519b607190576e1afd507,2025-11-08T20:27:22Z,'Unwetter',www.zeit.de,de,0.0,Unwetter: Tornado trifft Südbrasilien: Stadt fast vollständig zerstört,Hier finden Sie Informationen zu dem Thema „Unwetter“. Lesen Sie jetzt „Tornado trifft Südbrasilien: Stadt fast vollständig zerstört“.,https://www.zeit.de/news/2025-11/08/tornado-trifft-suedbrasilien-stadt-fast-vollstaendig-zerstoert,https://img.zeit.de/news/2025-11/08/tornado-trifft-suedbrasilien-stadt-fast-vollstaendig-zerstoert-image-group/wide__1300x731,,"Ein Tornado hat im Süden Brasiliens schwere Verwüstungen angerichtet und mindestens sechs Menschen das Leben gekostet. Rund 750 Menschen wurden verletzt, mehr als 1.000 verloren ihr Zuhause, wie das … [+1967 chars]",
37649ce44a7ef1c17e4d420b296a1655,2025-11-08T20:28:23Z,'Unwetter',www.tagesspiegel.de,de,0.0,Unwetter: Tornado trifft Südbrasilien: Stadt fast vollständig zerstört,"Ein Tornado hat im Süden Brasiliens schwere Verwüstungen angerichtet. Mehrere Menschen sterben, Hunderte werden verletzt. Eine Stadt wird fast vollständig zerstört.",https://www.tagesspiegel.de/gesellschaft/panorama/unwetter-tornado-trifft-sudbrasilien-stadt-fast-vollstandig-zerstort-14790095.html,https://www.tagesspiegel.de/images/14790092/alternates/BASE_16_9_W1400/1762633703000/tornado-trifft-suden-brasiliens-szenario-wie-im-krieg.jpeg,,"Ein Tornado hat im Süden Brasiliens schwere Verwüstungen angerichtet und mindestens sechs Menschen das Leben gekostet. Rund 750 Menschen wurden verletzt, mehr als 1.000 verloren ihr Zuhause, wie das … [+2015 chars]",
e93b4046d6167ef8b3040fade632f639,2025-11-09T08:37:20Z,'Unwetter',www.diepresse.com,de,0.0,Unwetterschäden in Industrienationen haben sich seit 1980 vervielfacht,"Unwetter treten nicht nur häufiger auf als in früheren Jahrzehnten, sie sind auch extremer geworden.",https://www.diepresse.com/20284891/unwetterschaeden-in-industrienationen-haben-sich-seit-1980-vervielfacht,https://img.diepresse.com/public/incoming/qbm4rd-kein-Titel/alternates/DPR_SOCIAL_NACHRICHTEN/kein%20Titel,,"Unwetter treten nicht nur häufiger auf als in früheren Jahrzehnten, sie sind auch extremer geworden. 
Die von schweren Unwettern und Überschwemmungen verursachten Schäden haben sich nach Angaben des… [+1805 chars]",
51683927d6ea7bc108ee2fe2355418e8,2025-11-09T10:36:00Z,'Unwetter',taz.de,de,0.0,Klimakrise führt zu mehr Katastrophen: Unwetterschäden in Industrienationen seit 1980 vervielfacht,"Warme Luft nimmt mehr Feuchtigkeit auf als kalte, steigende Temperaturen ziehen mehr Unwetter nach sich. Die Folgen sind teuer, so eine Analyse.",https://taz.de/Klimakrise-fuehrt-zu-mehr-Katastrophen/!6128199/,https://taz.de/picture/8048828/1200/39652653.jpeg,,"Warme Luft nimmt mehr Feuchtigkeit auf als kalte, steigende Temperaturen ziehen mehr Unwetter nach sich. Die Folgen sind teuer, so eine Analyse. mehr...",
9509619f6443e217c0e45ca8625fedfc,2025-11-09T10:54:26Z,'Unwetter',www.sueddeutsche.de,de,0.0,Unwetterschäden: Der Klimawandel trifft Deutschland besonders hart,"Unwetterschäden haben sich in den großen Industriestaaten seit 1980 vervielfacht. Die Folgen sind kostspielig, zeigt eine Analyse der Munich Re.",https://www.sueddeutsche.de/wirtschaft/unwetter-klimawandel-deutschland-ahrtal-kosten-li.3336304,https://www.sueddeutsche.de/2025/11/09/b52d85e5-0795-4add-a9d1-f2d99551ac91.jpg?q=60&fm=webp&width=1200&rect=0%2C202%2C3000%2C1687,,"Unwetterschäden haben sich in den großen Industriestaaten seit 1980 vervielfacht. Die Folgen sind kostspielig, zeigt eine Analyse der Munich Re.Die von schweren Unwettern und Überschwemmungen verursa… [+1765 chars]",
6177c796fc56e060edd0d0a09a9767cb,2025-11-08T11:04:02Z,'Unwetter',www.bild.de,de,0.8,Bevölkerung soll zu Hause bleiben - Unwetter-Warnung! Formel 1 droht Riesen-Regenchaos,Alarmstufe Orange in Brasilien! Eigentlich soll es heute in São Paulo beim Sprint (15 Uhr deutscher Zeit) und beim Qualifying (19 Uh...,https://www.bild.de/sport/mehr-sport/formel-1-in-sao-paulo-unwetter-bedroht-sprint-und-qualifying-690f18a7e466372e04037eec,"https://images.bild.de/690f18a7e466372e04037eec/f54bd4eab3fd774ef2a0eada8fdc7246-landscape,e5f02152?w=1280",,"Alarmstufe Orange in Brasilien!
Eigentlich soll es heute in São Paulo beim Sprint (15 Uhr deutscher Zeit) und beim Qualifying (19 Uhr deutscher Zeit) rundgehen. Doch jetzt zittert die Formel 1 vor U… [+1984 chars]",
17b53b76396a1475ac4176339c832309,2025-11-04T07:30:38Z,'Starkregen',orf.at,de,0.9,40 Tote in Vietnam: Nach Starkregen droht Taifun „Kalmaegi“,,https://orf.at/stories/3410467/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,,"Nach tagelangen Rekordregenfällen und Überschwemmungen in Vietnam ist die Zahl der Todesopfer auf mindestens 40 gestiegen. Sechs Menschen wurden heute noch vermisst, wie die Katastrophenschutzbehörde… [+786 chars]",
c4c3d11f8fe1aa2fdc49a617d9f29ef2,2025-11-04T08:29:06Z,'Dauerregen',www.tagesschau.de,de,0.9,Dauerregen und Sturmfluten: Taifun trifft Philippinen und bedroht Vietnam,In Südostasien hat ein Taifun die Philippinen erreicht. Mehrere Menschen kamen ums Leben. In den nächsten Tagen wird der Wirbelsturm in Vietnam erwartet. Dort kamen bei Überschwemmungen bereits mindestens 40 Menschen ums Leben.,https://www.tagesschau.de/ausland/asien/vietnam-philippinen-taifun-100.html,https://images.tagesschau.de/image/1ab01370-3d5a-4664-be0a-5f0c79db9678/AAABmk3oucc/AAABmgWmh8Q/16x9-big/taifun-philippinen-174.jpg?width=1280,,"Stand: 04.11.2025 09:29 Uhr
In Südostasien hat ein Taifun die Philippinen erreicht. Mehrere Menschen kamen ums Leben. In den nächsten Tagen wird der Wirbelsturm in Vietnam erwartet. Dort kamen bei Ü… [+2105 chars]",
d6454c8a3436d1ea3144d51cde15718d,2025-11-04T10:00:00Z,'Starkregen',www.nzz.ch,de,0.9,"Tropennächte, Starkregen, weniger Schnee: Neue Szenarien zeigen, wie stark der Klimawandel die Schweiz verändert","Die Klimaszenarien zeigen in grösserem Detail als zuvor, wie die Erderwärmung das Land beeinflusst. Neben der Hitze dürften vor allem Veränderungen beim Niederschlag für Probleme sorgen.",https://www.nzz.ch/wissenschaft/schweizer-klimaszenarien-2025-temperaturanstieg-und-folgen-ld.1909399,"https://img.nzz.ch/2025/11/04/d064ec31-1a6e-4522-8b71-d27e6db5665d.png?width=1200&height=675&fit=bounds&quality=75&auto=webp&crop=1201,676,x0,y113&wmark=nzz",,Selbst im November laden in diesen Tagen Temperaturen bis 15 Grad zum Flanieren ein. Auch dem Laien schwant: Solche Wetterbedingungen sind dank dem Klimawandel wahrscheinlicher geworden. Wie sich das… [+5891 chars],
2c181158054588ccc93cc10edd58738b,2025-11-04T13:15:36Z,'Dauerregen',www.tagesschau.de,de,0.9,Dauerregen und Sturmfluten: Tote und Verletzte durch Taifun auf Philippinen,In Südostasien hat ein Taifun die Philippinen erreicht. Trotz einer großen Evakuierungsaktion starben mindestens 26 Menschen. In den nächsten Tagen wird der Wirbelsturm in Vietnam erwartet.,https://www.tagesschau.de/ausland/asien/vietnam-philippinen-taifun-102.html,https://images.tagesschau.de/image/631a690d-508a-46da-971a-2525d963ada3/AAABmk70olI/AAABmgWmh8Q/16x9-big/taifun-philippinen-176.jpg?width=1280,,"Stand: 04.11.2025 14:15 Uhr

In Südostasien hat ein Taifun die Philippinen erreicht. Trotz einer großen Evakuierungsaktion starben mindestens 26 Menschen. In den nächsten Tagen wird der Wirbelsturm i… [+2610 chars]",
91870a14fa0fa2a1f9cd73970d505b7d,2025-11-09T14:53:38Z,'Regenmengen',www.n-tv.de,de,0.9,"Warnungen und Flugannulierungen: Zwei Menschen sterben bei Vorboten von Supertaifun ""Fung-Wong""","Ein Supertaifun trifft auf die Philippinen und könnte in den nächsten Stunden enorme Schäden verursachen. 1,1 Millionen Menschen verlassen vorsorglich ihre Häuser. Doch starker Wind und heftige Regenmengen sorgen schon vor der Naturkatastrophe für erste Todes…",https://www.n-tv.de/panorama/Zwei-Menschen-sterben-bei-Vorboten-von-Supertaifun-Fung-Wong-article26150620.html,https://www.n-tv.de/img/incoming/crop26150619/1621321675-cImg_16_9-w1200/557535176.jpg,,"Ein Supertaifun trifft auf die Philippinen und könnte in den nächsten Stunden enorme Schäden verursachen. 1,1 Millionen Menschen verlassen vorsorglich ihre Häuser. Doch starker Wind und heftige Regen… [+2837 chars]",
88d1d6eb2490c12d325d7e07d7802c8f,2025-11-10T07:23:31Z,'Starkregen',www.faz.net,de,0.9,Starkregen und Sturmböen: Supertaifun „Fung-Wong“ wütet auf den Philippinen,"Es ist bereits der zweite Taifun innerhalb einer Woche: Nach dem verheerenden Sturm „Kalmaegi“ fegt nun ein neuer Taifun über den Inselstaat. Mehr als 1,4 Millionen Menschen waren zuvor in Sicherheit gebracht worden.",https://www.faz.net/aktuell/gesellschaft/ungluecke/philippinen-supertaifun-fung-wong-trifft-auf-bewohnte-kuesten-110772839.html,https://media1.faz.net/ppmedia/w1200/aktuell/gesellschaft/673405874/1.10772969/facebook_teaser/fung-wong-traf-am-sonntagabend.jpg.webp,,"Der heftige Taifun Fung-Wong hat auf den nördlichen Philippinen mit Starkregen und Sturmböen gewütet. Dennoch kam der Inselstaat dank Vorsichtsmaßnahmen glimpflicher davon als zunächst befürchtet.
D… [+2216 chars]",
0d1ec035a814dfd3cefaad5f9706ad9d,2025-11-12T09:50:23Z,'Starkregen',www.stern.de,de,0.9,Neuer Service: Stadt stellt Wegweiser zu Überflutungsgefahren online,"Wie sehr ist mein Grundstück durch Starkregen gefährdet? In Hamburg können sich Bürgerinnen und Bürger jetzt online darüber informieren. Und auch darüber, was man zum Schutz tun kann.",https://www.stern.de/gesellschaft/regional/hamburg-schleswig-holstein/neuer-service--stadt-stellt-wegweiser-zu-ueberflutungsgefahren-online-36337268.html,https://image.stern.de/36337270/t/Aa/v1/w1440/r1.7778/-/12--455nkuzfufv10axs2048jpeg---bf24dec181ab2ac4.jpg,,"Kopiere den aktuellen Link
Zur Merkliste hinzufügen
Wie sehr ist mein Grundstück durch Starkregen gefährdet? In Hamburg können sich Bürgerinnen und Bürger jetzt online darüber informieren. Und auch… [+996 chars]",
0980708e83aab0c60d820192cb36ecfe,2025-11-15T14:52:11Z,'Unwetter',www.zeit.de,de,0.9,Unwetter: Möglicher Tornado: Tote und Verletzte in Portugal,Hier finden Sie Informationen zu dem Thema „Unwetter“. Lesen Sie jetzt „Möglicher Tornado: Tote und Verletzte in Portugal“.,https://www.zeit.de/news/2025-11/15/moeglicher-tornado-tote-und-verletzte-in-portugal,https://img.zeit.de/news/2025-11/15/moeglicher-tornado-tote-und-verletzte-in-portugal-image-group/wide__1300x731,,Bei einem heftigen Sturm ist in der bei Touristen beliebten Stadt Albufeira an der Südküste Portugals eine Frau ums Leben gekommen. Weitere zwei Menschen seien schwer und 19 Menschen leicht verletzt … [+1205 chars],
300160ed1d21603bb0ed970bf8e04e26,2025-11-15T18:42:05Z,'Unwetter',orf.at,de,0.9,Überschwemmungen und Erdrutsche nach Unwettern in Genua,,https://orf.at/stories/3411640/,https://orf.at/mojo/1_4_1/storyserver//news/common/images/og-fallback-news.png,,"Anhaltender Starkregen und schwere Windböen haben heute in der norditalienischen Region Ligurien und der Stadt Genua zu Überschwemmungen, Erdrutschen und zahlreichen Schäden geführt. Die Stadtverwalt… [+799 chars]",
d69b7c8f77979d111de1f732e613f5b8,2025-11-15T20:03:18Z,'Unwetter',www.zeit.de,de,0.9,Unwetter: Regenstürme in Südkalifornien - Warnung vor Sturzfluten,Hier finden Sie Informationen zu dem Thema „Unwetter“. Lesen Sie jetzt „Regenstürme in Südkalifornien - Warnung vor Sturzfluten“.,https://www.zeit.de/news/2025-11/15/regenstuerme-in-suedkalifornien-warnung-vor-sturzfluten,https://img.zeit.de/news/2025-11/15/regenstuerme-in-suedkalifornien-warnung-vor-sturzfluten-image-group/wide__1300x731,,"Ein Wintersturm mit starkem Regen, heftigen Winden und Überschwemmungen hat weite Teile Südkaliforniens heimgesucht. Die Behörden haben für den Raum Los Angeles und angrenzende Gebiete Warnungen für … [+1508 chars]",
3b9e0a52c8c0ab4c719ec07859125637,2025-11-16T11:21:53Z,'Starkregen',www.zeit.de,de,0.9,Unwetter: Mindestens zwei Tote bei Regenstürmen in Kalifornien,Hier finden Sie Informationen zu dem Thema „Unwetter“. Lesen Sie jetzt „Mindestens zwei Tote bei Regenstürmen in Kalifornien“.,https://www.zeit.de/news/2025-11/16/mindestens-zwei-tote-bei-regenstuermen-in-kalifornien,https://img.zeit.de/news/2025-11/16/mindestens-zwei-tote-bei-regenstuermen-in-kalifornien-image-group/wide__1300x731,,"Bei einem Wintersturm in Kalifornien sind mindestens zwei Menschen ums Leben gekommen. Ein kleines Mädchen wird zudem vermisst, wie Behörden und US-Medien berichten. 
Am Samstag habe der Regen in we… [+2324 chars]",
