topic,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
Hazard,0.13239181231758368,1.0588234648616162,-0.101771931338961,0.7938984062645513,57.0
Impacts,0.16424740085060577,0.5290936970252659,0.7651337184062172,1.1925860779048174,20.0
Mitigation,-0.4667488164278568,0.6950141911128125,-0.3625231248601809,0.39601432361560174,11.0
